Nome da Embarcacao;Numero de Inscricao no RGP;Numero de Inscricao na Marinha do Brasil;AB;Comprimento;Propulsao;HP;Capacidade do Porao;Volume do Tanque;Tripulacao;Numero de Covos;Status;UF;Numero da Frota;Codigo IN;Petrecho;indice
FAISCA I;PR00285804;421M2008005629;;5,89;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;8086
FAISCA II;SC00259019;4418912002;2;7,3;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8087
FAISCA II;CE00032649;1610061896;1,8;6,34;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;8088
FAISCA II;SC00297667;4430057184;0,9;8;Remo;;4;;2;;Deferida;SC;6.08.001;6.8;6. Diversificada;8089
FAÍSCA III;RJ00172208;387M2010000836;;4,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8090
FAISKA;PR00280946;421M2004002701;;6,07;Remo;;;;1;;Deferida;PR;6.04.001;null;6. Diversificada;8091
FAIXA BRANCA;RJ00100827;3810490725;1;3,7;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8092
FALA MARCELO;ES00327285;3420042167;1,3;6,5;Motor;9;;;4;;Deferida;ES;6.03.001;6.6;6. Diversificada;8093
FALCAO;RN00017369;1810048982;4,3;9,2;Motor;54;;;6;220;Deferida;RN;5.01.001;5.1;5. Armadilha;8094
FALCÃO;RJ00147375;383M2001002834;;5;Motor;7,5;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8095
FALCÃO;AP00249664;220093814;2,4;9,5;Motor;11;;200;2;;Deferida;AP;2.04.002;2.10;2. Rede de Emalhe;8096
FALCÃO;PR00289604;421M2006001283;;5,8;Remo;;;;1;;Deferida;PR;6.04.001;null;6. Diversificada;8097
FALCÃO;RJ00118800;387M2010002804;0,5;5,8;Motor;5,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8098
FALCÃO 1;MA00230725;1210119781;2,2;8,44;Motor;18;;;3;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8099
FALCÃO AZUL;SC00170548;4450070674;2,6;6,72;Motor;9;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8100
FALCÃO AZUL;PR00295677;421M2004001925;;5,43;Remo;;;;1;;Deferida;PR;6.04.001;null;6. Diversificada;8101
FALCÃO AZUL;RJ00170190;3840089492;2,5;8,25;Motor;16;;;1;;Deferida;RJ;1.06.001;1.14;1. Linha;8102
FALCÃO DE PRATA;RJ00099711;3830096402;3,4;7,5;Motor;60;;;1;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;8103
FALCAO DO MAR;SE00002448;2610077025;14;12,05;Motor;120;;4000;4;;Deferida;SE;3.02.005;3.5;3. Rede de Arrasto;8104
FALCAO DO MAR;SP00077627;4030200559;8,44;9,1;Motor;36;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;8105
FALCÃO DO MAR;SC00209696;443M2011004757;;4;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8106
FALCÃO DO MAR;AP00309057;220111936;1;9,3;Motor;15;;200;3;;Deferida;AP;2.04.002;2.10;2. Rede de Emalhe;8107
FALCÃO DO MAR;SC00334676;442M2022001070;2;6;Motor;18;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8108
FALCÃO DO MAR I;BA00279495;2820057799;4,9;7,9;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8109
FALCAO DOS MARES;BA00002668;2810232474;7,4;10,3;Motor;75;;5492;3;250;Deferida;BA;5.01.001;5.1;5. Armadilha;8110
FALCAO DOS MARES I;SP00077639;4410126008;3,4;10;Motor;18;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;8111
FALCÃO DOS MARES II;RJ00136886;3870053895;6,6;10,5;Motor;60;;;;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;8112
FALCÃO DOURADO;RN00301621;1810050456;6;8;Motor;18;;;3;;Deferida;RN;6.03.003;6.5;6. Diversificada;8113
FALCÃO F;SC00182447;4420003499;;6;Motor;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8114
FALCAO I;RN00017377;2010057325;3;7,68;Motor;30;;;3;160;Deferida;RN;5.01.004;5.3;5. Armadilha;8115
FALCÃO I;ES00329927;3850012115;5,6;9,5;Motor;160;;;;;Deferida;ES;1.09.004;1.11;1. Linha;8116
FALCÃO I;SC00345077;441M2018002374;1;5,57;Motor;5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8117
FALCÃO II;RJ00240794;387M2011000593;;5,1;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8118
FALCÃO II;CE00297899;1610066804;6;9,43;Motor;51;;;;;Deferida;CE;1.06.003;1.12;1. Linha;8119
FALCÃO NEGRO;BA00182377;2930024496;19,7;14;Motor;245;;;7;;Deferida;BA;1.06.003;1.12;1. Linha;8120
FALCAO-XVI;CE00032657;1620005859;1;6,4;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;8121
FALCON II;PR00077651;4211496301;0,8;7,3;Motor;7,5;;;1;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;8122
FALKÃO;PA00123471;210302445;3,4;9;Motor;11;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8123
FALKÃO 4;PA00102561;210985984;8;11;Motor;49;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8124
FALKÃO 5;PA00102557;210985941;13;10,7;Motor;49;;;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8125
FALKÃO II;PA00109081;210276436;4,6;10,9;Motor;18;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8126
FALKÃO III;PA00123467;210297182;3,6;9,5;Motor;18;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8127
FALKÃO VI;PA00105111;210985992;8;10,66;Motor;45;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8128
FALUCHO;CE00033565;1630038164;1,2;7,1;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;8129
FAMA;CE00028670;161M2006002617;;6,4;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;8130
FAMA;RJ00077665;3860014277;1,5;7;Motor;13;;;1;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;8131
FAMILIA;RJ00177350;3830633238;7,34;10,3;Motor;65;;;5;;Deferida;RJ;1.06.001;1.14;1. Linha;8132
FAMILIA;SC00259507;441M2015000070;;5;Motor;5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8133
FAMILIA;SC00249284;4418895311;1;7;Motor;8;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8134
FAMILIA;SP00325317;401M2018006000;;6,5;Motor;15;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;8135
FAMILIA AZURRA;SC00321637;441M2019005101;1;4,1;Remo;;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8136
FAMILIA BORGES;SC00268934;442M2015000944;;4,45;Motor;3,3;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8137
FAMILIA BRUNO;SC00221388;442M2008000707;;5;Motor;5,5;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8138
FAMILIA CUNHA;SC00313398;4451117127;0,8;6,25;Motor;10;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8139
FAMÍLIA GOMES;RN00305591;1818888921;4;7,3;Motor;72;;;3;;Deferida;RN;2.02.002;2.5;2. Rede de Emalhe;8140
FAMILIA I;SC00120215;4430118523;1,6;6,7;Motor;18;0,1;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;8141
FAMILIA MARTINS;SC00284688;441M2015005454;;6,25;Motor;16;;;2;;Deferida;SC;6.03.004;6.7;6. Diversificada;8142
FAMÍLIA PINA;AL00279837;2412231753;8;10,8;Motor;70;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;8143
FAMILIA SANTOS;SC00220288;4430473919;3,1;7,18;Motor;34;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8144
FAMILIA SILVA;SC00281378;442M2014004699;;6;Motor;15;;;1;;Deferida;SC;6.03.004;6.7;6. Diversificada;8145
FAMÍLIA TORRES;RJ00269978;387M2012000119;0,4;5;Remo;;;;;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8146
FAMILY;PR00291281;421M2015003189;;5,32;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;8147
FAMOSA;PR00077677;4211508075;0,4;8,42;Motor;7;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;8148
FAMOSO;SC00273467;441M2015004253;;6,05;Motor;11;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8149
FAMOSO;SC00237917;4430484821;1;6,1;Motor;11;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8150
FAMOSO II;BA00265214;2810254672;2,1;9,77;Motor;;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8151
FAMOSO RONCADEIRA;RJ00302561;388M2017001178;;6;Motor;6,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8152
FANIKITO;SC00229694;4451114802;1;6,4;Motor;12;1,51;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8153
FANTÁSTICO;PR00077689;4210225975;2,6;8,1;Motor;18;;;6;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;8154
FANTASTICO I;PR00077697;4211491997;0,5;8,1;Motor;750;;;;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;8155
FAR;SC00306027;442M2016001819;2;5;Remo;;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8156
FARAO;ES00181069;3420049129;3;7,6;Motor;120;;;4;;Deferida;ES;1.06.001;1.14;1. Linha;8157
FARAÓ III;SP00047786;4410147986;22,4;14,72;Motor;170;;11000;4;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;8158
FARGO RIO;RJ00113780;3810491837;4,7;8;Motor;80;;;6;;Deferida;RJ;2.04.001;2.4;2. Rede de Emalhe;8159
FARIAS;SC00301027;441M2014003010;;5,3;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8160
FARO FINO;SC00275247;4450092325;1,4;6,8;Motor;8;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8161
FARO FINO;SC00317580;4430109451;2,4;8,9;Motor;22;2,3;;7;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;8162
FAROL;BA00225978;3850011526;6,9;10;Motor;110;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8163
FAROLA;SC00321187;442M2008001193;2;4,25;Motor;8;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8164
FAROL DA ILHA;RJ00040158;3810237191;38;19,3;Motor;320;;10000;9;;Deferida;RJ;3.03.001;3.6;3. Rede de Arrasto;8165
FARTURA;SC00206574;442M2007005075;;5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8166
FASCINEIRO;RJ00115630;387M2010001867;;6,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8167
FATAY;SC00324617;4430496358;1;7,45;Motor;18;;;;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8168
FATIMA;BA00270677;3420043171;7,4;9;Motor;;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8169
FATIMA;BA00251635;2930023775;27,9;15,47;Motor;;22;;8;;Deferida;BA;1.06.003;1.12;1. Linha;8170
FATIMA;ES00077717;3420049056;3,4;7,71;Motor;22;;;4;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;8171
FATIMA ALVES;CE00271977;1630046221;4;9,6;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;8172
FATIMA I;BA00251647;2930021900;;11,5;Motor;;;;5;;Deferida;BA;1.06.003;1.12;1. Linha;8173
FATIMA II;BA00017401;2930020997;9,4;11,5;Motor;80;;;5;300;Deferida;BA;5.01.001;5.1;5. Armadilha;8174
FATIMA III;BA00017415;2930020946;11,7;11,5;Motor;120;;;5;300;Deferida;BA;5.01.001;5.1;5. Armadilha;8175
FATIMA IV;BA00251737;2930023821;2,79;15,47;Motor;;;;9;;Deferida;BA;1.06.003;1.12;1. Linha;8176
FATIMA IV;CE00033577;1630008176;1,2;6,7;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;8177
FATIMA MÃE;CE00272461;1630045284;3;9;Motor;18;;;;;Deferida;CE;1.03.005;1.6;1. Linha;8178
FATIMA V;SC00261366;4418896741;0,8;7,22;Motor;9;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8179
FATIMA V;BA00235711;2930056673;11;9,8;Motor;;;;3;;Deferida;BA;1.06.003;1.12;1. Linha;8180
FAT MARLIN;SP00087000;4430061718;1,3;9;Motor;180;;;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;8181
FAUST;SC00341607;442M2016000081;1,99;6;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8182
FAUSTAO;BA00263108;2930024836;1,4;6;Motor;18;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8183
FAUSTINA I;SC00342539;4451120781;1;8,8;Remo;;;;5;;Deferida;SC;6.08.004;6.11;6. Diversificada;8184
FAVELA DA PORTELINHA;PR00291769;421M2008000678;;5,4;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;8185
FAVO DE MEL;ES00135876;3420045174;6,1;9;Motor;120;;;5;;Deferida;ES;1.06.001;1.14;1. Linha;8186
FAVORITA;SC00156560;442M2008003927;;4,6;Remo;;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8187
FAVORITA;CE00252131;1630043362;1;8,28;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;8188
FAVORITO I;AL00222696;2412223131;2,9;8;Motor;15;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;8189
FAVORITO II;AL00222448;2210145783;2;8,5;Motor;22;;;3;;Deferida;AL;1.06.003;1.12;1. Linha;8190
FAXA;SC00196226;442M2005003668;;5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8191
FAXA TM;SC00283008;442M2013003471;;5;Motor;15;;;1;;Deferida;SC;6.03.004;6.7;6. Diversificada;8192
F BOA VIAGEM;SC00077721;4430055262;1,5;7,8;Motor;18;0,1;200;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;8193
FBS;BA00252777;2810281271;0,8;6,7;Motor;;;;1;;Deferida;BA;6.01.001;6.1;6. Diversificada;8194
FCAS;MA00128301;1210135787;3;7,75;Motor;18;;150;3;;Deferida;MA;2.00.000;null;2. Rede de Emalhe;8195
F.CASTRO;MA00240970;1210128373;;7;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8196
FC I;SC00212977;4410160095;2,4;8,5;Motor;18;;;;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;8197
FC II;SC00236569;441M2014002625;;4,2;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8198
FC MAGALHÃES X;RJ00046846;3877041833;17,9;13,7;Motor;150;;10000;3;;Deferida;RJ;1.02.002;1.7;1. Linha;8199
FCO VASCONCELOS;CE00324919;1630048283;18;11,46;Motor;108;;3500;5;;Deferida;CE;1.10.001;1.17;1. Linha;8200
FDB 1;SC00047440;4420207078;2,4;9;Motor;11;;80;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;8201
FE;SC00192418;442M2007001738;;7;Motor;;;;5;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8202
FE;SC00077735;4410445481;2;6,2;Motor;18;1;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;8203
FÉ;RJ00044178;3870055456;4,5;8,5;Motor;46;;;3;;Deferida;RJ;2.01.004;null;2. Rede de Emalhe;8204
FÉ CONTEMPLADA;RJ00201954;3877050735;19;13,3;Motor;180;0,7;;3;;Deferida;RJ;1.02.001;1.3;1. Linha;8205
FE DIVINA DE SOURE;PA00115848;210985062;5;11;Motor;24;;;3;;Deferida;PA;2.04.002;2.10;2. Rede de Emalhe;8206
FEDOCA II;SC00158628;4418897143;10;11,8;Motor;115;;;6;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8207
FEDOCA'S I;SC00055541;4410448358;6;9,8;Motor;45;4;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8208
FÉ É A VITÓRIA;BA00243208;2930057173;2;7,9;Motor;;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8209
FE E CORAGEM;PA00237537;211010588;4;10;Motor;23;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;8210
FE E ESPERANÇA II;CE00231475;163M2007002363;;7,6;Motor;13;;;5;160;Deferida;CE;5.01.001;5.1;5. Armadilha;8211
FE EM DEUS;PA00309367;211025453;18;14,7;Motor;140;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;8212
FE EM DEUS;SP00077747;4430068721;2,3;8,4;Motor;60;;;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;8213
FÉ EM DEUS;PB00201278;201M2006001021;;5;Motor;7;;;2;;Deferida;PB;6.03.003;6.5;6. Diversificada;8214
FÉ EM DEUS;MA00243478;1210141515;4;9,35;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8215
FÉ EM DEUS;MA00264048;1210107520;;9,7;Motor;;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8216
FÉ EM DEUS;MA00266774;1210139812;0,7;6,1;Motor;11;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8217
FÉ EM DEUS;MA00212787;1210118645;2;7,5;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8218
FE EM DEUS DO JARUMA V;PA00230009;211008885;4;7,7;Motor;49;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;8219
FÉ EM DEUS E BOA VIAGEM;SC00176818;4410162420;0,6;7,2;Remo;;0,7;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8220
FE EM DEUS I;PA00108187;210989998;6;9,3;Motor;18;;;2;;Deferida;PA;2.00.000;null;2. Rede de Emalhe;8221
FÉ EM DEUS I;SC00176544;4410168487;4,3;9,3;Motor;68;;;12;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8222
FE EM DEUS I DE CHAVES;PA00106167;210293454;4,8;11,8;Motor;36;;1500;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8223
FE EM DEUS II;PA00287966;211019054;10;11,3;Motor;69;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8224
FÉ EM DEUS II;SC00233167;4418890149;3;7,25;Remo;;0,3;;6;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8225
FÉ EM DEUS II;RN00322797;1830058321;1;4,5;Motor;18;;;3;;Deferida;RN;6.03.003;6.5;6. Diversificada;8226
FE EM DEUS III;PA00152246;210997133;7;13,2;Motor;69;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;8227
FÉ EM DEUS III;CE00254007;161M2007000541;;5,4;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;8228
FE EM DEUS III DO RIO TOCANTINS;PA00113778;210985844;8;12;Motor;49;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8229
FE EM DEUS III GC;CE00106431;1610043839;2;7,64;Motor, Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;8230
FE EM DEUS IV;SP00077759;4010558849;2,6;8,9;Motor;60;;300;2;;Deferida;SP;3.02.004;3.8;3. Rede de Arrasto;8231
FÉ EM DEUS IV;BA00231577;2820055681;3,2;8;Motor;18;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8232
FE EM DEUS IV DO RIO TOCANTINS;PA00125657;210985836;11;13;Motor;49;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8233
FE EM DEUS IX DO RIO TOCANTINS;PA00243534;211010685;16;14,9;Motor;114;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;8234
FÉ EM DEUS MAR;CE00028684;163M2007002321;3;8,3;Motor, Vela;;;;5;110;Deferida;CE;5.01.003;5.2;5. Armadilha;8235
FÉ EM DEUS V;BA00255529;2810242429;6,1;9,6;Motor;;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8236
FE EM DEUS V DO RIO TOCANTINS;PA00170140;210317990;17,5;14,7;Motor;103;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8237
FE EM DEUS VI DO RIO TOCANTINS;PA00142791;210998458;11;14,5;Motor;114;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;8238
FÉ EM DEUS VIII;MA00278851;1210111373;;8;Motor;;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8239
FE E UNIÃO DO PANACUERA;PA00109957;210290544;5;11,8;Motor;36;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8240
FÉ E UNIÃO DO PANACUERA II;PA00148695;210995394;13;14,2;Motor;180;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;8241
FE E VIDA;PE00017427;2210123453;3,4;8,5;Motor;5;;;5;200;Deferida;PE;5.01.004;5.3;5. Armadilha;8242
FEFÊ;PR00281196;421M2007002883;;5;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;8243
FE I;SC00167869;4410457705;1;7,53;Motor;18;0,7;18;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8244
Fe II;SC00153594;442M2011000693;;4,5;Motor;4;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8245
FEIJAO VERDE;CE00017439;1610058518;9;10;Motor;108;;5100;5;220;Deferida;CE;5.01.001;5.1;5. Armadilha;8246
FEIO;SC00174988;4410108972;;5,2;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8247
FEITICEIRA;RJ00204208;386M2011001405;;6;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8248
FÊJÚ;SP00331076;403M2021002907;;4,3;Motor;15;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;8249
FELICIDADE;MA00201538;1210115166;2,6;7,45;Motor;18;;250;2;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;8250
FELICIDADE;CE00267354;161M2009000690;;4,63;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;8251
FELICIDADE;SC00298751;4418919147;1;7,85;Motor;9;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8252
FELICIDADE DA PRAIA;CE00314360;1630047368;3;9,1;Vela;;;;6;;Deferida;CE;1.03.005;1.6;1. Linha;8253
FELICIDADE VII;AL00292427;2410154956;5,7;9,5;Motor;54;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;8254
FELICIO;SC00077767;4420206063;3,9;8,95;Motor;18;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;8255
FELICIO;SC00068040;4410445332;8;10,2;Motor;60;;;4;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;8256
FELIMAR;BA00262840;2410131441;4,1;9;Motor;;;;2;;Deferida;BA;1.06.003;1.12;1. Linha;8257
FELIPE;SC00170676;441M2008002404;;5;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8258
FELIPE;BA00242384;3430039053;;8;Motor;;;;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;8259
FELIPE;RJ00269928;3877050000;9;11;Motor;120;0,5;;2;;Deferida;RJ;1.02.001;1.3;1. Linha;8260
FELIPE;SC00169839;443M2008001782;;4,4;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8261
FELIPE;CE00028698;2010058534;7;10;Motor;60;;;5;220;Deferida;CE;5.01.004;5.3;5. Armadilha;8262
FELIPE;SC00323517;443M2018006512;1;5,5;Remo;;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8263
FELIPE;RJ00148765;386M2012001995;;3;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;8264
FELIPE;SP00077771;4010802570;2,1;7,3;Motor;18;;;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;8265
FELIPE;RN00104367;181M2008000296;0,5;4,8;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;8266
FELIPE;SC00344799;442M2019002254;1,99;6;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8267
FELIPE AUGUSTO;SC00250339;4430484970;2;8;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8268
FELIPE E FABIANO;SC00344129;4430504601;3,9;9,17;Motor;32;;;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;8269
FELIPE EN;CE00096757;2010075609;15;12,24;Motor;100;6;3139;5;400;Deferida;CE;5.01.001;5.1;5. Armadilha;8270
FELIPE F;SC00303869;4430491356;2;7,65;Motor;18;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8271
FELIPE FS;CE00033109;161M2007002731;;4,7;Vela;;;;4;30;Deferida;CE;5.01.004;5.3;5. Armadilha;8272
FELIPE GABRIEL;PA00194408;211003794;9;12;Motor;49;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;8273
FELIPE I;PI00000776;1410109097;5,1;8,85;Motor;96;;2500;3;;Deferida;PI;3.02.001;3.4;3. Rede de Arrasto;8274
FELIPE II;PB00204730;2010080840;6;9;Motor;45;;;5;;Deferida;PB;6.03.003;6.5;6. Diversificada;8275
FELIPE II;RJ00063434;3850012328;5;9,5;Motor;55;;;3;;Deferida;RJ;3.02.005;3.5;3. Rede de Arrasto;8276
FELIPE II;CE00026368;161M2004000401;;7,9;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;8277
FELIPE II;PI00046704;1410111199;8;9,66;Motor;85;;2500;3;;Deferida;PI;2.02.002;2.5;2. Rede de Emalhe;8278
FELIPE II;ES00077785;3410241302;3,7;8,86;Motor;120;;50;4;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;8279
FELIPE III;CE00262424;1610067631;3;8,28;Motor;51;;;5;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;8280
FELIPE III;SC00307821;4418906118;0,4;6,19;Motor;7,5;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8281
FELIPE III;PB00344155;2010221044;13;9,65;Motor;70;;;3;;Deferida;PB;1.07.001;1.15;1. Linha;8282
FELIPE IV;SC00166937;443M2009041911;;4,9;Motor;15;;15;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8283
FELIPE IV;SC00226186;441M2013005781;;5,16;Motor;11;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;8284
FELIPE IV;CE00242834;162M2013000626;;4,41;Motor, Vela;6,5;;;2;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;8285
